Rock_name,SiO2(wt%),TiO2(wt%),Al2O3(wt%),FeOT(wt%),CaO(wt%),MgO(wt%),MnO(wt%),P2O5(wt%),Na2O+K2O,Na2O+K2O/SiO2
Trachyte,62.1,0.48,18.9,4.6,1.4,0.67,0.23,0.26,11.8,0.1900161031
Trachyte,64.12,0.61,15.1,6.35,1.47,0.16,0.21,0.08,11.84,0.1846537742
Trachyte,65.58,0.47,15.89,4.71,1.38,0.34,0.14,0.07,11.26,0.1716986886
Trachyte,59.88,0.33,18.62,6.42,2.22,0.79,0.21,0.17,11.25,0.1878757515
Trachyte,66.4,0.91,14.6,2.66,0.84,1.19,0.03,0.5,11.21,0.1688253012
Trachyte,65.15,0.32,16,3.19,1.45,1,0.14,0.08,10.69,0.1640828856
Trachyte,61.54,1.25,16.12,5.6,2.65,1.21,0.24,0.27,10.88,0.1767955801
Trachyte,60.67,0.41,18.79,3.17,1.6,0.45,0.17,0.07,12.28,0.2024064612
Trachyte,64.83,0.44,13.98,5.44,0.98,0.41,0.27,0.04,13.01,0.2006786981
Trachyte,60.31,0.47,18.29,3.57,0.87,1.6,0.07,0.21,12.53,0.2077599071
Trachyte,62.92,0.84,19.14,2.95,0.99,0.44,0.22,0.11,12.05,0.1915130324
Trachyte,65.36,0.87,15.16,3.64,0.49,0.63,0.26,0.13,11.73,0.1794675643
Trachyte,66.56,0.12,16.83,2.45,0.24,0.08,0.05,0.02,12.03,0.1807391827
Trachyte,60.6,0.59,18.98,3.18,2.81,0.21,0.188,0.1,11.17,0.1843234323
Trachyte,58.55,1.19,18.34,5.1,2.73,1.28,0.16,0.38,11.1,0.1895815542
Trachyte,64.39,0.54,17.79,3.18,1.98,0.53,0.23,0.17,11.18,0.1736294456
Trachyte,63.19,0.37,17.56,4.07,0.89,0.49,0.3,0.15,12.91,0.2043044786
Trachyte,63.15,1.04,17.31,4.01,1.32,1.47,0.08,0.27,11.35,0.1797307997
Trachyte,63.81,0.59,13.98,6.28,1.13,0.19,0.27,0.1,11.27,0.1766180849
Trachyte,61.09,1.07,14.85,4.76,3.87,2.52,0.11,0.55,10.64,0.1741692585
Trachyte,61.96,0.641,14.89,7.13,1.37,0.4,0.267,0.075,11.79,0.1902840542
Trachyte,63.89,0.54,17.79,2.65,2.13,0.53,0.05,0.24,10.71,0.1676318673
Trachyte,59.09,1.11,15.2,4.65,5.08,2.88,0.11,0.68,10.68,0.1807412422
Trachyte,64.51,0.62,14.05,6.24,1.14,0.2,0.27,0.1,11.85,0.1836924508
Trachyte,64.02,0.5,17.07,3.3,0.79,0.3,0.27,0.05,13.72,0.2143080287
Trachyte,62.6,0.5,14.58,6.72,1.97,0.19,0.21,0.07,11.03,0.1761980831
Trachyte,61.61,0.64,18.46,3.01,1.77,0.75,0.17,0.13,12.97,0.2105177731
Trachyte,63.87,0.67,16.22,5.03,2,0.83,0.13,0.13,10.92,0.1709722875
Trachyte,63.49,0.71,17.22,3.15,2.55,0.61,0.14,0.221,11.25,0.1771932588
Trachyte,60.23,0.71,17.98,3.35,1.91,1.31,0.1,0.19,12.29,0.2040511373
Trachyte,64.84,0.63,15.06,6.2,1.11,0.23,0.24,0.09,10.75,0.1657927205
Trachyte,63.59,0.21,16.07,5.05,1.23,0.12,0.15,0.04,11.51,0.1810033024
Trachyte,62.38,0.28,18.86,3.57,1.17,0.22,0.05,0.08,11.75,0.1883616544
Trachyte,61.89,0.56,19.19,2.03,1.65,0.44,0.064,0.06,12.74,0.2058490871
Trachyte,60.82,0.4,18.25,3.35,2.16,0.56,0.17,0.16,12.05,0.1981256166
Trachyte,62.81,0.06,17.68,3.95,0.65,0.01,0.21,0.03,13.32,0.212068142
Trachyte,67.81,0.383,14.9,2.67,0.64,0.27,0.122,0.05,11.15,0.1644300251
Trachyte,61.1,0.72,14.34,9.91,0.67,0.17,0.34,0.02,11.16,0.1826513912
Trachyte,64.75,0.66,14.07,7.31,1.16,0.25,0.23,0.06,11.5,0.1776061776
Trachyte,63.2,0.44,14.9,6.97,1.83,0.17,0.2,0.08,10.83,0.1713607595
Trachyte,59.91,0.97,17.86,4.82,2.7,0.85,0.12,0.27,11.14,0.185945585
Trachyte,66.8,0.51,16.5,2.14,1.64,0.42,0.09,0.07,11.14,0.1667664671
Trachyte,67.235,0.368,14.282,4.89,0.754,0.029,0.158,0.041,10.867,0.1616271287
Trachyte,66,1.1,13.8,5.25,0.37,0.7,0.25,0.07,11.59,0.1756060606
Trachyte,64.38,0.64,16.73,2.73,0.66,0.34,0.24,0.05,13.17,0.2045666356
Trachyte,64.9,0.27,16.88,2.11,1.44,0.23,0.08,0.06,12.02,0.1852080123
Trachyte,62.71,0.54,16.83,4.27,1.79,0.31,0.18,0.14,10.91,0.1739754425
Trachyte,65,0.94,14.2,3.93,1.06,1.45,0.03,0.6,10.98,0.1689230769
Trachyte,65.7,0.68,16.2,3.21,1.15,0.54,0.07,0.17,10.86,0.1652968037
Trachyte,66.42,0.54,10.45,8.84,0.72,0,0.21,0.05,12.29,0.1850346281
Trachyte,62.9,0.53,17.89,4.36,2,0.61,0.087,0.18,12.05,0.1915739269
Trachyte,66.95,0.38,15.4,4.21,0.82,0.33,0.15,0.12,11.58,0.1729648992
Trachyte,62.66,1.04,19.46,3.14,0.87,1.69,0.12,0.13,10.9,0.173954676
Trachyte,64.06,0.63,16.5,2.8,0.63,0.35,0.24,0.05,13.35,0.2083983765
Trachyte,65.95,0.64,15.2,4.64,0.78,0.43,0.22,0.1,12.05,0.1827141774
Trachyte,65.4,0.96,14.3,3.63,1.02,1.36,0.03,0.61,10.88,0.1663608563
Trachyte,58.6,0.81,18,4.81,2.07,1.16,0.21,0.44,11.89,0.2029010239
Trachyte,60.32,0.41,18.14,5.37,1.93,0.41,0.17,0.13,12.13,0.2010941645
Trachyte,65.33,0.49,16.09,4.97,1.29,0.25,0.14,0.08,11.37,0.1740394918
Trachyte,63.5,0.57,15.8,6.06,0.94,0.28,0.2,0.09,12.46,0.1962204724
Trachyte,62.7,0.811,17.52,3.94,2.47,1.13,0.051,0.302,11.07,0.1765550239
Trachyte,65.2,0.7,16.04,4.16,1.1,0.58,0.18,0.14,11.89,0.1823619632
Trachyte,64.86,0.47,16.7,4.21,1.5,0.29,0.11,0.08,11.78,0.181621955
Trachyte,66.97,0.56,12.73,6.91,0.74,0.23,0.23,0.03,11.61,0.1733612065
Trachyte,60.08,0.41,18.17,3.73,2.43,0.61,0.16,0.11,12.29,0.2045605859
Trachyte,65.08,0.64,16.88,2.97,0.66,0.32,0.23,0.07,13.09,0.2011370621
Trachyte,63.14,0.13,15.82,5.62,0.07,0.64,0.22,0.04,12.38,0.1960722205
Trachyte,63.34,0.97,17.21,4.07,1.45,0.9,0.11,0.41,11.54,0.1821913483
Trachyte,60.68,1.24,17.6,4.34,1,0.96,0.15,0.22,11.32,0.1865524061
Trachyte,62.37,0.53,17.51,3.42,0.8,0.5,0.28,0.13,11.81,0.189353856
Trachyte,62.71,0.82,12.33,9.17,1.68,0.17,0.37,0.09,10.84,0.1728591931
Trachyte,64.3,1.08,14.6,5.22,0.33,0.77,0.23,0.07,11.4,0.1772939347
Trachyte,63.86,0.35,18.34,3.09,0.9,0.55,0.13,0.14,12.63,0.1977763858
Trachyte,62.42,0.52,17.58,3.37,0.82,0.5,0.3,0.14,12.06,0.1932073054
Trachyte,67.18,0.43,15.98,2.61,0.22,0.2,0.21,0,11.74,0.1747543912
Trachyte,65.96,0.34,15.14,4.19,1.12,0.13,0.13,0.06,11.07,0.1678289873
Trachyte,63.05,0.37,18.53,2.13,1.73,0.37,0.35,0.02,13.46,0.213481364
Trachyte,61.79,0.5,16.5,3.84,3.45,0.51,0.096,0.21,11.08,0.1793170416
Trachyte,61.24,0.98,19.35,3.3,1.47,0.67,0.21,0.2,12.21,0.1993794905
Trachyte,65.9,0.48,14.7,5.24,1.06,0.2,0.15,0.07,11.58,0.1757207891
Trachyte,65,0.93,14.4,3.73,1.05,1.52,0.03,0.61,10.94,0.1683076923
Trachyte,63.52,0.49,19.02,3.51,0.5,0.25,0.38,0.05,11.88,0.1870277078
Trachyte,62.92,0.76,18.34,3.11,1.6,0.6,0.14,0.17,11.93,0.1896058487
Trachyte,60.5,0.66,13.1,9.22,1.53,0.2,0.37,0.05,12.07,0.1995041322
Trachyte,61.27,0.5,20.27,3.7,0.51,0.23,0.4,0.05,12.67,0.2067896197
Trachyte,61.99,0.11,18.26,4.51,1.12,0.03,0.21,0.05,12.93,0.2085820294
Trachyte,62.23,0.589,13.9,7.78,1.15,0.24,0.291,0.062,11.87,0.1907440141
Trachyte,62.2,0.9,20.21,3.1,1.04,0.47,0.21,0.11,11.41,0.1834405145
Trachyte,63.64,0.62,16.69,2.99,0.65,0.35,0.23,0.06,13.06,0.2052168448
Trachyte,64.66,0.72,18.55,2.44,1.13,0.39,0.16,0.07,12.76,0.197339932
Trachyte,61.82,0.37,17.27,4.18,0.84,0.44,0.32,0.16,12.02,0.1944354578
Trachyte,63.61,0.52,17.03,3.41,0.74,0.33,0.26,0.07,13.61,0.2139600692
Trachyte,62.21,0.57,18.93,2.88,1.49,0.39,0.22,0.17,13.14,0.2112200611
Trachyte,62.86,0.45,18.3,4.19,0.78,0.55,0.26,0.06,11.85,0.1885141584
Trachyte,66.6,0.72,16.1,3.27,0.97,0.44,0.05,0.18,11.21,0.1683183183
Trachyte,62.54,0.58,17.12,3.21,0.76,0.49,0.29,0.1,12.42,0.1985929005
Trachyte,63.42,0.49,17.09,3.31,0.73,0.29,0.25,0.05,13.18,0.2078208767
Trachyte,61.24,1.168,16.78,4.63,2.5,1.32,0.186,0.34,10.65,0.1739059438
Trachyte,62.41,0.95,19.65,2.68,2.49,0.51,0.06,0.44,10.8,0.1730491908
Trachyte,60.8,0.79,19,4.6,1.9,1.07,0.2,0.42,11.5,0.1891447368
Trachyte,60.94,0.52,19.34,2.72,2.95,0.58,0.13,0.13,12.28,0.2015096817
Trachyte,62.8,0.38,17.42,4.12,0.89,0.48,0.31,0.17,12.81,0.2039808917
Trachyte,59.5,0.46,19.37,2.51,2.69,0.47,0.2,0.06,12.32,0.2070588235
Trachyte,60.46,0.5,18.84,3.94,3.17,0.82,0.13,0.15,11.56,0.1912007939
Trachyte,63.99,0.78,16.65,4.33,0.93,0.88,0.19,0.19,12.06,0.188466948
Trachyte,61.52,0.57,14.62,7.38,1.41,0.19,0.27,0.03,12.26,0.1992847854
Trachyte,61.43,0.563,12.63,8.92,1.03,0.19,0.336,0.059,12.45,0.2026697054
Trachyte,60.78,0.5,18.04,3.82,3.31,0.78,0.15,0.13,12.07,0.1985850609
Trachyte,66.93,0.6,16.83,2.47,0.39,0.33,0.07,0.15,12.22,0.1825788137
Trachyte,60.15,0.44,19.26,2.28,2.15,0.25,0.16,0,12.57,0.2089775561
Trachyte,66.02,0.33,15.9,4.84,0.26,0.09,0.2,0.05,10.63,0.1610118146
Trachyte,62.73,0.46,17.94,4.14,0.95,0.57,0.26,0.2,12,0.1912960306
Trachyte,64.01,0.171,17.09,3.7,0.4,0.08,0.14,0.038,12.14,0.189657866
Trachyte,60.96,0.49,19.19,3,2.8,0.73,0.11,0,12.6,0.2066929134
Trachyte,61.22,0.23,19.49,2.22,2.62,0.17,0.09,0.02,12.27,0.2004246978
Trachyte,62.18,0.72,11.68,9.56,1.84,0.37,0.36,0.05,10.79,0.1735284657
Trachyte,60.97,0.24,19.74,2.1,2.73,0.16,0.09,0.02,12.34,0.2023946203
Trachyte,62.39,0.37,18.11,4.21,0.79,0.4,0.34,0.15,13.11,0.2101298285
Trachyte,58.41,0.78,18.74,4.67,4.17,1.42,0.12,0.3,11.51,0.1970552988
Trachyte,66.1,0.57,17,2.93,1.21,0.81,0.06,0.2,10.83,0.1638426626
Trachyte,60.38,0.94,18.07,3.34,2.25,0.86,0.15,0.2,11.32,0.1874792978
Trachyte,62.15,0.92,18.49,4.08,2.09,0.85,0.15,0.41,10.85,0.1745776348
Trachyte,64.15,0.6,14.77,6.7,1.46,0.04,0.21,0.08,11.77,0.1834762276
Trachyte,66.77,0.35,15.98,3.92,1.17,0.02,0.12,0.03,10.95,0.1639958065
Trachyte,58.85,1.12,19.65,4.11,0.89,3.26,0.14,0.3,11.21,0.1904842821
Trachyte,65.3,0.87,15.53,3.52,0.4,0.62,0.2,0.12,12.09,0.1851454824
Trachyte,66.462,0.586,16.146,2.589,0.214,0.189,0.047,0.122,11.085,0.1667870362
Trachyte,62.37,0.53,17.53,3.65,0.8,0.54,0.26,0.14,11.73,0.1880711881
Trachyte,60.29,0.5,17.56,6,2.22,0.5,0.16,0.17,11.55,0.1915740587
Trachyte,64.56,0.6,13.48,8.1,0.85,0,0.2,0.04,11.62,0.1799876084
Trachyte,66.58,0.4,17.35,2.38,0.11,0.19,0.16,0.03,11.94,0.1793331331
Trachyte,62.39,0.38,17.94,4.29,0.74,0.41,0.34,0.1,13.27,0.212694342
Trachyte,62.02,0.398,17.29,3.28,1.6,0.36,0.158,0.09,12.73,0.2052563689
Trachyte,64.4,0.25,17.23,3.39,0.56,0.14,0.08,0.08,11.64,0.1807453416
Trachyte,61.24,0.62,18.23,2.94,1.67,0.65,0.17,0.11,12.92,0.2109732201
Trachyte,63.51,0.58,16.21,5.77,1.32,0.32,0.18,0.11,12.73,0.2004408755
Trachyte,67.16,0.13,15.22,4.18,0.66,0.03,0.15,0.03,12.45,0.1853782013
Trachyte,65.16,0.62,17.65,2.48,0.87,0.15,0.04,0.196,12.18,0.1869244936
Trachyte,60.61,0.63,18.07,2.89,1.74,0.76,0.14,0.13,12.43,0.2050816697
Trachyte,65.94,0.58,12.85,7.83,0.87,0.02,0.19,0.04,10.69,0.1621170761
Trachyte,60.97,0.65,19.01,5.25,1.67,0.65,0.27,0.18,11.36,0.1863211415
Trachyte,62.74,0.12,16.22,5.34,0.58,0.1,0.18,0.01,11.88,0.1893528849
Trachyte,64.61,0.507,15.32,5.733,1.16,0.19,0.098,0.09,11.12,0.1721095806
Trachyte,61.85,0.74,17.28,3.55,1.84,0.94,0.1,0.22,11.43,0.1848019402
Trachyte,61.06,0.9,18.55,3.13,1.99,0.63,0.129,0.07,12.04,0.1971830986
Trachyte,63.96,0.59,16.45,5.25,0.44,0.26,0.1,0.12,11.25,0.175891182
Trachyte,64.39,0.75,17.24,3.46,0.52,0.37,0.09,0.17,11.88,0.1845006989
Trachyte,61,0.7,12.9,9.74,1.53,0.13,0.32,0.06,11.79,0.1932786885
Trachyte,64.9,0.85,15.25,3.87,0.54,0.69,0.18,0.12,12.33,0.1899845917
Trachyte,61.98,0.12,22.08,3.68,0.11,0.04,0.12,0.03,11.4,0.1839303001
Trachyte,63.82,0.62,16.27,2.68,0.63,0.31,0.22,0.07,13.24,0.207458477
Trachyte,66.85,0.49,10.36,8.18,0.8,0,0.23,0.03,11.51,0.1721765146
Trachyte,62.84,0.41,15.68,4.26,1.08,0.43,0.05,0.09,12.37,0.1968491407
Trachyte,60.05,1.25,17.2,5.49,0.81,0.77,0.08,0.51,11.33,0.1886761032
Trachyte,60.4,0.85,18.8,4.9,2,1.3,0.19,0.51,11.4,0.1887417219
Trachyte,61.99,0.69,12.55,8.89,1.51,0.36,0.34,0.08,11.3,0.1822874657
Trachyte,65.8,0.76,16.5,3.41,1.04,0.42,0.05,0.17,11.5,0.1747720365
Trachyte,65.1,0.47,16,4.1,1.24,0.27,0.11,0.08,11.77,0.1807987711
Trachyte,61.65,0.59,17.9,4.49,1.46,0.47,0.12,0.12,12.36,0.200486618
Trachyte,67.03,0.42,15.96,2.6,0.27,0.15,0.17,0.06,12.37,0.1845442339
Trachyte,65.549,0.475,16.594,2.809,0.297,0.155,0.054,0.05,11.974,0.1826725045
Trachyte,64.2,0.48,15.3,5.84,1.51,0,0.23,0.07,11.27,0.1755451713
Trachyte,64.01,0.7,18.04,3.81,1.47,0.57,0.21,0.23,10.96,0.1712232464
Trachyte,67.68,0.5,15.96,2.76,0.14,0.05,0.11,0.11,10.79,0.1594267139
Trachyte,60.79,0.52,12.38,9.6,1.44,0.17,0.37,0.06,12.24,0.2013489061
Trachyte,61.71,0.43,18.74,3.21,1.67,0.38,0.2,0.09,12.37,0.2004537352
Trachyte,62.86,0.54,17.67,3.39,0.86,0.6,0.31,0.13,12.37,0.1967865097
Trachyte,67.7,0.38,12.14,6.85,0.6,0,0.15,0.04,11.3,0.1669128508
Trachyte,64.62,0.23,15.5,4.65,1.06,0.24,0.17,0.03,11,0.1702259362
Trachyte,59.03,1.33,16.94,7,2.82,1.58,0.28,0.37,10.65,0.1804167373
Trachyte,60.71,0.12,22.88,3.79,0.1,0.04,0.23,0.04,11.23,0.1849777631
Trachyte,60.55,0.52,19.07,3.19,3.15,1.1,0.11,0,12.2,0.2014863749
Trachyte,66.56,0.55,12.44,7.27,0.92,0,0.19,0.04,10.89,0.1636117788
Trachyte,62.88,0.87,16.82,5.95,0.27,0.19,0.17,0.2,12.34,0.1962468193
Trachyte,65.6,1.08,13.7,5.63,0.27,0.75,0.34,0.07,11.56,0.1762195122
Trachyte,67.49,0.04,14.69,4.84,0.69,0.01,0.22,0.03,10.9,0.1615054082
Trachyte,59.53,0.87,22.48,3.27,0.82,0.37,0.23,0.09,11.99,0.2014110533
Trachyte,67.61,0.16,14.84,3.78,0.55,0.08,0.28,0.02,11.33,0.1675787605
Trachyte,65.25,0.11,15.78,3.91,1.1,0.05,0.13,0.09,11.79,0.1806896552
Trachyte,61.94,0.3,18.59,3.27,2.17,0.57,0.14,0.11,12.91,0.2084275105
Trachyte,61.41,0.11,18.23,4.42,1.26,0.05,0.19,0.05,12.63,0.2056668295
Trachyte,67.24,0.55,16.24,2.45,0.89,0.48,0.08,0.11,10.7,0.1591314694
Trachyte,63.66,0.57,15.62,6.46,1.2,0.3,0.24,0.08,12.19,0.1914860195
Trachyte,61.77,0.371,17.99,3.82,1.2,0.37,0.168,0.06,12.21,0.1976687712
Trachyte,61.95,0.65,18.55,2.98,1.97,0.77,0.14,0.14,12.77,0.206133979
Trachyte,61.73,0.23,19.38,2.11,2.84,0.24,0.07,0.02,11.85,0.1919650089
Trachyte,67.37,0.62,8.64,11.1,0.62,0.01,0.24,0.03,11.23,0.1666914057
Trachyte,61.71,0.63,18.39,2.95,1.72,0.65,0.17,0.11,12.83,0.2079079566
Trachyte,67.61,0.31,14.97,2.76,0.88,0.03,0.11,0.02,11.31,0.1672829463
Trachyte,59.47,0.72,20.18,3.27,3.58,0.53,0.15,0.15,11.61,0.1952244829
Trachyte,60.24,0.66,17.24,6.27,1.1,0.54,0.24,0.09,11.67,0.1937250996
Trachyte,60.54,0.26,17.39,6.34,1.14,0.13,0.18,0.06,11.43,0.1888007929
Trachyte,63.86,0.83,17.06,4.63,1.36,0.64,0.17,0.17,12.18,0.1907297213
Trachyte,61.97,0.597,13.89,7.72,1.13,0.24,0.289,0.082,12.07,0.1947716637
Trachyte,62.71,0.65,17.25,3.88,1.5,0.44,0.11,0.13,12.07,0.1924732897
Trachyte,67.33,0.33,15.13,2.36,0.58,0.5,0.09,0.11,12.11,0.1798603891
Trachyte,63.634,0.269,16.947,3.858,1.452,0.215,0.152,0.059,11.738,0.1844611371
Trachyte,59.31,0.53,17.64,3.96,2.29,1.1,0.13,0.24,11.88,0.2003034901
Trachyte,61.21,0.97,20.38,3.32,1.07,0.53,0.23,0.16,11.76,0.1921254697
Trachyte,65.02,0.85,15.39,3.78,0.42,0.72,0.2,0.11,12.58,0.1934789296
Trachyte,63.53,0.66,16.39,3.13,0.62,0.44,0.26,0.06,12.89,0.2028962695
Trachyte,60.85,0.23,19.56,2.04,3.04,0.2,0.1,0.01,12.06,0.1981922761
Trachyte,62.28,0.42,16,4.13,1.5,1.15,0.15,0.11,11.33,0.1819203597
Trachyte,62.63,0.58,15.3,6.33,1.45,0.07,0.32,0.04,10.79,0.1722816542
Trachyte,61.52,0.56,16.59,4.08,1.82,0.81,0.1,0.16,11.98,0.19473342
Trachyte,62.7,0.53,17.37,3.46,0.86,0.54,0.32,0.11,12.19,0.1944178628
Trachyte,62.72,0.35,17.45,4.13,0.58,0.34,0.3,0.16,12.77,0.2036033163
Trachyte,61.03,1.01,16.47,5.61,2.11,0.83,0.17,0.32,11.54,0.1890873341
Trachyte,67.4,0.39,16.25,2.33,0.63,0.46,0.08,0.12,10.72,0.1590504451
Trachyte,62.57,0.45,17.76,4.07,0.98,0.6,0.27,0.21,12.04,0.1924244846
Trachyte,59.73,0.73,15.9,4.4,3.69,1.73,0.05,0.22,10.89,0.182320442
Trachyte,61.8,0.5,18.8,4.6,1.5,0.72,0.24,0.27,11.9,0.1925566343
Trachyte,60.79,0.37,15.49,7.65,2.18,0,0.24,0.11,11.79,0.1939463728
Trachyte,58.69,0.56,18.29,4.36,3.96,1.31,0.14,0.2,12.01,0.2046345204
Trachyte,63.03,0.46,17.99,4.24,0.86,0.53,0.27,0.17,11.96,0.1897509123
Trachyte,59.95,0.51,18.44,3.85,3.52,1.02,0.12,0.17,11.99,0.2
Trachyte,63.87,0.47,19.12,2.89,1.65,0.35,0.13,0.07,11.21,0.1755127603
Trachyte,67.47,0.21,16.32,2.92,0.46,0.08,0.06,0.17,10.88,0.1612568549
Trachyte,63.31,0.45,18.08,4.11,0.88,0.5,0.23,0.18,11.91,0.1881219397
Trachyte,64.8,0.59,14.7,5.03,1.15,0.4,0.2,0.13,10.93,0.1686728395
Trachyte,64.89,0.68,14.33,5.22,0.52,0.39,0.49,0.08,12.82,0.1975651102
Trachyte,63.65,0.6,16.89,3.46,1,0.53,0.14,0.14,12.37,0.1943440691
Trachyte,64.9,0.42,17.45,1.92,1.39,0.5,0.02,0.22,11.08,0.1707241911
Trachyte,65.18,0.59,13.43,7.5,0.82,0.03,0.23,0.04,11.12,0.1706044799
Trachyte,63.24,0.64,15.03,6.5,1.15,0.3,0.25,0.11,11.93,0.1886464263
Trachyte,65.36,0.17,17.29,2.84,0.41,0.09,0.03,0.03,12.04,0.1842105263
Trachyte,61.65,0.74,16.81,4.3,1.25,0.57,0.14,0.16,12.38,0.20081103
Trachyte,61.6,0.31,17.1,5.64,2.05,0.35,0.17,0.17,10.84,0.175974026
Trachyte,63.38,0.67,14.34,7.13,1.4,0.23,0.23,0.08,11.22,0.1770274535
Trachyte,65.32,0.49,16.15,4.59,1.35,0.26,0.13,0.08,11.63,0.1780465401
Trachyte,63.56,0.38,19.3,2.02,1.29,0.39,0.16,0.04,12.13,0.1908432977
Trachyte,67.43,0.15,14.9,3.37,0.58,0.17,0.25,0.1,11.24,0.1666913837
Trachyte,61.591,0.822,15.217,6.68,1.928,0.443,0.203,0.173,10.947,0.177737007
Trachyte,64.51,0.47,15.74,4.45,1.25,0.19,0.12,0.08,11.39,0.1765617734
Trachyte,61.15,0.42,18.58,2.97,2.01,0.44,0.17,0.08,12.28,0.2008176615
Trachyte,65.06,0.5,12.19,8.25,0.23,0.1,0.34,0.01,12.03,0.1849062404
Trachyte,67.7,0.62,15.6,2.98,1,0.49,0.06,0.13,11.24,0.1660265879
Trachyte,65.99,0.429,13.667,6.21,1.056,0.055,0.229,0.055,11.088,0.1680254584
Trachyte,61.1,0.56,18.04,4.23,2.38,0.95,0.11,0.25,12.08,0.1977086743
Trachyte,63.64,0.68,18.56,3.15,1.2,0.54,0.14,0.13,12.95,0.2034883721
Trachyte,61.5,0.23,19.54,2.02,2.93,0.18,0.09,0.02,11.99,0.1949593496
Trachyte,61.42,0.65,18.41,2.93,1.88,0.75,0.14,0.13,12.51,0.2036795832
Trachyte,61.1,0.37,17.42,4.15,1.3,0.65,0.17,0.19,12.54,0.2052373159
Trachyte,61.46,0.39,18.39,3.05,1.86,0.4,0.16,0.13,12.39,0.201594533
Trachyte,62.84,0.62,16.2,5.14,1.36,0.38,0.19,0.11,11.83,0.188255888
Trachyte,63.5,0.09,16.6,4.49,0.76,0.12,0.09,0.01,12.45,0.1960629921
Trachyte,64.96,0.5,17.11,2.6,2.04,0.55,0.26,0.18,11.61,0.1787253695
Trachyte,66.81,0.45,13.56,4.97,0.31,0,0.11,0.03,10.99,0.1644963329
Trachyte,61.72,0.94,18.81,3.08,1.28,0.6,0.2,0.17,12.87,0.208522359
Trachyte,59.97,0.43,18.26,3.7,1.94,0.58,0.15,0.12,12.11,0.2019343005
Trachyte,58.79,1.16,18.12,4.95,2.87,1.3,0.16,0.39,10.86,0.1847252934
Trachyte,60.08,0.73,18.17,4.26,1.63,0.66,0.16,0.16,12.31,0.2048934754
Trachyte,66.27,0.63,14.95,4.66,0.73,0.41,0.22,0.09,12.03,0.1815301041
Trachyte,58.56,0.58,18.22,4.6,4.19,1.37,0.14,0.22,11.63,0.1985997268
Trachyte,66.76,0.64,16.54,4.13,0.12,0.04,0.02,0.1,11.51,0.1724086279
Trachyte,63.17,0.46,17.97,4.14,0.91,0.56,0.22,0.19,11.89,0.1882222574
Trachyte,61.1,0.92,17.77,3.17,1.97,0.92,0.12,0.3,11.03,0.1805237316
Trachyte,59.07,1.29,19.82,4.8,3.35,0.88,0.14,0.44,10.65,0.1802945658
Trachyte,60.68,1.06,16.95,4.48,1.64,0.85,0.01,1,11.08,0.1825972314
Trachyte,65.47,0.23,18.49,2.14,1.2,0.29,0.21,0,11.86,0.1811516725
Trachyte,65.43,0.14,16.95,3.88,0.49,0.13,0.14,0,11.66,0.178205716
Trachyte,64.58,0.63,14.27,6.11,1.17,0.21,0.26,0.11,11.78,0.1824094147
Trachyte,65.1,0.6,14.13,6.38,1.46,0.12,0.22,0.07,11.22,0.1723502304
Trachyte,67.38,0.56,15.2,2.56,0.82,0.44,0.12,0.14,11.72,0.1739388543
Trachyte,62.69,0.57,19.22,3.37,2.05,0.55,0.24,0.43,10.88,0.1735524007
Trachyte,61.75,0.4,18.73,2.77,1.85,0.39,0.14,0.05,12.35,0.2
Trachyte,61.17,0.47,18.66,2.51,1.96,0.47,0.11,0.11,12.81,0.2094163806
Trachyte,68.1,0.41,14.91,4.3,0.76,0.12,0.11,0.03,11.66,0.1712187959
Trachyte,59.53,0.95,18.63,3.97,3.42,1.33,0.11,0.24,11.35,0.1906601713
Trachyte,61.86,1.11,19.19,1.84,1.03,0.46,0.04,0.31,12.2,0.197219528
Trachyte,66.9,0.68,16,3.18,1.04,0.52,0.05,0.18,11.24,0.1680119581
Trachyte,61.44,1.28,14.91,4.8,3.17,2.11,0.09,0.73,10.94,0.1780598958
Trachyte,58.49,0.22,17.97,5.93,2.36,0.08,0.23,0.06,11.93,0.20396649
Trachyte,66.13,0.9,13.64,3.87,0.63,0.77,0.2,0.18,10.92,0.1651292908
Trachyte,67.18,0.52,13.36,5.78,0.88,0.03,0.33,0.05,10.67,0.1588270319
Trachyte,61.17,0.64,18.27,2.83,1.93,0.71,0.13,0.15,12.67,0.207127677
Trachyte,64.001,0.515,17.437,2.82,2.095,0.578,0.228,0.156,10.662,0.166591147
Trachyte,63.7,0.58,12.2,8.65,1.18,0.04,0.26,0.05,11.13,0.1747252747
Trachyte,63.66,0.09,16.31,5.42,1.28,0.34,0.18,0.57,12.08,0.1897580899
Trachyte,64.97,0.68,13.4,6.71,0.98,0.47,0.23,0.07,10.81,0.1663844851
Trachyte,63.51,0.43,15.33,6.15,1.44,0.14,0.21,0.05,11.79,0.1856400567
Trachyte,66.28,0.84,15.42,2.82,0.34,0.28,0.11,0.07,13.06,0.1970428485
Trachyte,63.109,0.532,18.422,1.828,0.957,0.117,0.015,0.103,12.244,0.1940135321
Trachyte,63.07,0.49,16.96,3.39,1.03,0.5,0.21,0.13,12.19,0.1932773109
Trachyte,59.97,1.31,14.12,4.15,3.21,4,0.07,0.07,11.66,0.1944305486
